Layer;category;techno;latitude;longitude;operator;capacite_gwh_year;site_info;operational_status;co2_injection_potential_tpy;municipality;eiffel;eiffel_project_name;capacity_kt_per_year
Offtake;Food processing;Animal raw material processing;38,973658;-9,263634;SICASAL, Indústria e Comércio de Carnes S.A.;N/A;Capacity: >75 tonnes/day finished product, excluding milk;Operational;500;VILA FRANCA DO ROSÁRIO;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;38,9725;-8,824973;F V Rações - Benavente;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;Benavente;0;N/A;N/A
Offtake;Food processing;Animal raw material processing;38,962107;-0,17207;DULCESA;N/A;Capacity: >75 tonnes/day finished product, excluding milk;Operational;500;GANDIA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,95896;-5,86158;PRONAT, SOC. COOP.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;DON BENITO;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;38,953961;-9,192456;CASO - CENTRO DE ABATE DE SUÍNOS DO OESTE, LDA;N/A;Capacity: >50 tonnes carcass/day;Operational;500;MILHARADO;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,952935;-8,146647;CONESA PORTUGAL, S.A. - Fábrica;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;MORA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,94605;-8,50189;ARROZEIRAS MUNDIARROZ, S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Coruche;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,916941;-6,346301;ALIMENTACION ANIMAL NANTA SL;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;MERIDA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,915428;-9,020909;Granel Moagem de Cereais S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;ALVERCA DO RIBATEJO;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,915045;-6,473952;DE HEUS NUTRICIÓN ANIMAL- LA GARROVILLA;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;GARROVILLA (LA);0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,914745;-6,597204;CARNES Y VEGETALES-MONTIJO;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Montijo;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;38,91302;-8,84843;Raçalto Fábrica Rações (PA);N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;SAMORA CORREIA;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;38,90424;-9,02506;Nanta II Nutrição, S.A.;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;ALVERCA DO RIBATEJO;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;38,90424;-9,02506;NANTA PORTUGAL, S.A;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;ALVERCA DO RIBATEJO;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,900619;-6,860962;CONSERVAS VEGETALES DE EXTREMADURA S.A. CONESA;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;VILLAFRANCO DEL GUADIANA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,89061;22,82119;AGROINVEST S.A. ACHLADI;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;FTHIOTIDA;0;N/A;N/A
Offtake;Food processing;Animal raw material processing;38,888683;-0,203019;JUAN Y JUAN INDUSTRIAL;N/A;Capacity: >75 tonnes/day finished product, excluding milk;Operational;500;VILLALONGA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,88365;-6,856241;AGRAZ S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;VILLAFRANCO DEL GUADIANA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,88225;-0,046545;REFRESCO IBERIA SAU;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;OLIVA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,882077;-9,056866;SCC - Sociedade Central de Cervejas e Bebidas,S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Vialonga;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;38,872692;-6,473447;SOLA RICCA EXTREMADURA, S.A.;N/A;Capacity: >50 tonnes carcass/day;Operational;500;ARROYO DE SAN SERVAN;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,843848;-9,0799;Sidul Açúcares, Unipessoal Lda.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;SANTA IRIA DE AZÓIA;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;38,83311;-9,08237;FIMA OLÁ -  Produtos Alimentares, SA;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;SANTA IRIA DE AZÓIA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,7768;-3,39716;ELABORACIÓN DE VINOS, MOSTOS Y SANGRÍAS;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Valdepeñas;0;N/A;N/A
Offtake;Food processing;Animal raw material processing;38,7711;-3,3994;FRIMANCHA INDUSTRIAS CÁRNICAS;N/A;Capacity: >75 tonnes/day finished product, excluding milk;Operational;500;Valdepeñas;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,73409;-9,10444;Cerealis Moagens, SA - CPLisboa (ex Nacional);N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;LISBOA;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;38,722003;-7,984318;RAPROSUL - FÁBRICA DE RAÇÕES S.A;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;ARRAIOLOS;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;38,7066;-9,00411;CARMONTI-Indústria de Carnes do Montijo, SA;N/A;Capacity: >50 tonnes carcass/day;Operational;500;Montijo;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,7051109;-7,9784576;F.V.Rações - Arraiolos;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;ARRAIOLOS;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;38,704415;-7,975309;Nutritejo, Lda - Fábrica de Rações;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;ARRAIOLOS;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;38,69839;-8,902279;Alirações - Rações para animais S.A.;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;ALCOCHETE;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,696333;-6,403549;NANTA, S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;ALMENDRALEJO;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;38,6910079;-8,946514;Raporal, S.A. (Fábrica de Carnes - STEC);N/A;Capacity: >50 tonnes carcass/day;Operational;500;Montijo;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,6817016;-8,9396012;Raporal, S.A. (Fábrica de Rações);N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;ALTO ESTANQUEIRO-JARDIA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,678034;-9,185931;SOVENA OILSEEDS PORTUGAL, S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Almada;0;N/A;N/A
Offtake;Food processing;Milk processing;38,673431;-27,210076;Pronicol - Produtos Lacteos, S.A.;N/A;Capacity: >200 tonnes/day;Operational;200;Angra do HeroÃ-smo;0;N/A;N/A
Offtake;Food processing;Milk processing;38,673431;-27,210076;Pronicol - Produtos Lacteos, S.A.;N/A;Capacity: >200 tonnes/day;Operational;200;Angra do Heroísmo;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,6677738;-9,0688949;SOVENA PORTUGAL CONSUMER GOODS, S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;BARREIRO;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,612849;-8,658105;F.I.T. - Fomento da Indústria do Tomate, S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;ÁGUAS DE MOURA;0;N/A;N/A
Offtake;Food processing;Milk processing;38,599593;-8,657668;Parmalat Portugal - Produtos Alimentares, Lda;N/A;Capacity: >200 tonnes/day;Operational;200;ÁGUAS DE MOURA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,56739;23,60318;SOYA HELLAS S.A. PSACHNA;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;EVIA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,55305;-8,98871;Coca-Cola European Partners Portugal Unipessoal Lda.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;QUINTA DO ANJO;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;38,52303;23,67499;HELLENIC QUALITY FOODS S.A. KAKIA LASPI;N/A;Capacity: >50 tonnes carcass/day;Operational;500;KAKIA LASPI;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,469546;-1,309163;BODEGAS 1890 S.L (PLANTA DE JUMILLA);N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;JUMILLA;0;N/A;N/A
Offtake;Food processing;Animal raw material processing;38,37611;23,10194;NOMIKOS D. S.A.;N/A;Capacity: >75 tonnes/day finished product, excluding milk;Operational;500;ALIARTOS;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,372435;-8,551495;Sutol - Industrias Alimentares, Lda.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Alcácer do Sal;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,364594;-4,842284;NUEVA FÁBRICA DE PIENSOS;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Pozoblanco;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;38,361359;-4,833046;MATADERO DE TRES LÍNEAS Y SALAS DE DESPIECE;N/A;Capacity: >50 tonnes carcass/day;Operational;500;Pozoblanco;0;N/A;N/A
Offtake;Food processing;Milk processing;38,360414;-4,835884;INDUSTRIA LÁCTEA - PLANTA DE COGENERACIÓN;N/A;Capacity: >200 tonnes/day;Operational;200;Pozoblanco;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;38,33;-6,77;MONTESANO EXTREMADURA, S.A.;N/A;Capacity: >50 tonnes carcass/day;Operational;500;JEREZ DE LOS CABALLEROS;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,31887;23,59246;COCA COLA 3E S.A. SCHIMATARI PLANT;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;SCHIMATARI;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,30011;23,66452;ASOPOS MILLS S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;VIOTIA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,189319;-1,891609;MARIN GIMENEZ HNOS. S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;MORATALLA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,177285;-7,896037;Casa Agrícola Monte do Pasto II (Fábrica Rações);N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;CUBA;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;38,163176;-6,614757;MAFRESA, EL IBÉRICO DE CONFIANZA S.L.;N/A;Capacity: >50 tonnes carcass/day;Operational;500;FREGENAL DE LA SIERRA;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;38,154058;-5,415113;IBERICO SIERRA DE AZUAGA S.A.;N/A;Capacity: >50 tonnes carcass/day;Operational;500;AZUAGA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,1173;21,63524;FLOUR MILLS KEPENOS S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;PATRA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,1091;21,63497;ATHENIAN BREWERY S.A. PATRA;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;OLENIA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,09574;-1,79574;COFRUTOS S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;CEHEGIN;0;N/A;N/A
Offtake;Food processing;Milk processing;38,07205;23,77276;FAGE DAIRY INDUSTRY S.A. METAMORFOSI;N/A;Capacity: >200 tonnes/day;Operational;200;METAMORFOSI;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;38,056981;-6,619334;MATADERO DE CUMBRES MAYORES, S.A.;N/A;Capacity: >50 tonnes carcass/day;Operational;500;Cumbres Mayores;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;38,046309;-1,001867;HIJOS DE JUAN PUJANTE;N/A;Capacity: >50 tonnes carcass/day;Operational;500;BENIEL;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,040948;-1,012549;ULTRACONGELADOS AZARBE, SA;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;RAAL (EL);0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,03118;-4,06033;KOIPE-ANDÚJAR;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;ANDUJAR;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;38,021692;-1,135631;JUVER ALIMENTACIÓN, S.L.U.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;CHURRA;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;38,0056585;-8,4138745;Sociedade Industrial Alentejo e Sado, S.A.;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;Santiago do Cacém;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;38;-1,9;POSTRES Y DULCES REINA, S.L.;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;CARAVACA DE LA CRUZ;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,99833;-7,86499;Sapju Carnes SA;N/A;Capacity: >50 tonnes carcass/day;Operational;500;BEJA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,9868;-1,130098;ESTRELLA LEVANTE;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;ESPINARDO;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,983479;-1,247935;PEPSICO MANUFACTURING, AIE;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;ALCANTARILLA;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,980371;-0,99152;MATADERO EL CABEZO DE LA PLATA,S.L.;N/A;Capacity: >50 tonnes carcass/day;Operational;500;CABEZO DE LA PLATA;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;37,973652;-1,206747;HERO ESPAÑA, S.A.;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;ALCANTARILLA;0;N/A;N/A
Offtake;Food processing;Milk processing;37,97365;23,68625;DELTA FOODS S.A. ATHENS;N/A;Capacity: >200 tonnes/day;Operational;200;ATHENS;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,9733;-4,4489;MATADERO DE AVES, SALA DE DESPIECE, SALA DE PREPARADO Y ALMACEN FRIGORIFICO POLIVALENTE;N/A;Capacity: >50 tonnes carcass/day;Operational;500;PEDRO ABAD;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,96165;23,60937;KILINDROMILOI K. SARANTOPOULOI S.A. KERATSINI PLANT;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;KERATSINI, ATHENS;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,95585;23,61202;LOULIS MILLS S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;KERATSINI;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,953954;-3,53476;MATADERO FRIGORÍFICO BEGIJAR, S.A.;N/A;Capacity: >50 tonnes carcass/day;Operational;500;ESTACION DE BEGIJAR;0;N/A;N/A
Offtake;Food processing;Animal raw material processing;37,9509;23,6641;UPFIELD HELLAS S.A.;N/A;Capacity: >75 tonnes/day finished product, excluding milk;Operational;500;MAROUSI;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,946;-4,489;PRODUCTOS ALIMENTICIOS GALLO, S.L.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;CARPIO (EL);0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,94119;-3,527145;FACTORÍA OLEÍCOLA ACEITES COOSUR, S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;BAEZA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,934717;-4,655475;FÁBRICA DE BEBIDAS REFRESCANTES;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Córdoba;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,931406;-4,647367;Refinería de aceites vegetales comestibles;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Córdoba;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,927364;-4,639962;SOS CUÉTARA, S.A. - FÁBRICA DE CÓRDOBA;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Córdoba;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,927256;-6,772916;COMERCIAL JABU, S.L.;N/A;Capacity: >50 tonnes carcass/day;Operational;500;Jabugo;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,921612;-6,723649;MATADERO LA JABUGUEÑA, S.L.;N/A;Capacity: >50 tonnes carcass/day;Operational;500;Jabugo;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,920504;-6,665757;MATADERO JABUGO-GALAROZA, S.L. - MATADERO Y SALA DE DESPIECE DE CERDO IBÉRICO;N/A;Capacity: >50 tonnes carcass/day;Operational;500;Galaroza;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,919494;-6,818004;JAMONES LAZO, S.A.;N/A;Capacity: >50 tonnes carcass/day;Operational;500;Cortegana;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,91908;23,03324;MYLOI PAPAFILI S.A. KALAMAKI;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;KORINTHOS;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,919001;-6,725019;SÁNCHEZ ROMERO CARVAJAL JABUGO, S.A.;N/A;Capacity: >50 tonnes carcass/day;Operational;500;Jabugo;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,916802;-6,819082;MATADERO INDUSTRIAL CORTEGANA, S.A.;N/A;Capacity: >50 tonnes carcass/day;Operational;500;Cortegana;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,85;-1,41;EL POZO ALIMENTACIÓN;N/A;Capacity: >50 tonnes carcass/day;Operational;500;ALHAMA DE MURCIA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,84474;21,26003;MINERVA SA EDIBLE OILS & FOOD ENTERPRISES - PUMMARO FACTORY;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;GASTOUNI;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,84474;21,26003;UNILEVER-KNORR S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;GASTOUNI;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;37,833378;-1,364708;FÁBRICA DE PIENSOS;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;VENTORRILLOS (LOS);0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,83;-6,04;MATADEROS DEL SUR;N/A;Capacity: >50 tonnes carcass/day;Operational;500;SALTERAS;0;N/A;N/A
Offtake;Food processing;Milk processing;37,825054;-25,509292;Fromageries Bel Portugal, S.A.;N/A;Capacity: >200 tonnes/day;Operational;200;Ribeira Grande;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,785224;-3,822397;FÁBRICA DE JAÉN;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;JAEN;0;N/A;N/A
Offtake;Food processing;Slaughterhouses;37,782167;-25,599568;Matadouro de S. Miguel;N/A;Capacity: >50 tonnes carcass/day;Operational;500;Ribeira Grande;0;N/A;N/A
Offtake;Food processing;Milk processing;37,778698;-25,693792;Unileite - União das Cooperativas Agrícolas de Lacticí¬nios da Ilha de S. Miguel, U.C.R.L.;N/A;Capacity: >200 tonnes/day;Operational;200;Ponta Delgada;0;N/A;N/A
Offtake;Food processing;Milk processing;37,778698;-25,693792;Unileite - União das Cooperativas Agrícolas de Lacticínios da Ilha de S. Miguel, U.C.R.L.;N/A;Capacity: >200 tonnes/day;Operational;200;Ponta Delgada;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,766667;-1,033333;FABRICA DE PIENSOS;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;JIMENADO;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;37,74751;-0,95594;NANTA SAU Torre Pacheco;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;TORRE-PACHECO;0;N/A;N/A
Offtake;Food processing;Milk processing;37,745919;-25,605306;Prolacto - Lacticínios de S. Miguel, S.A.;N/A;Capacity: >200 tonnes/day;Operational;200;Lagoa;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,743146;-25,584838;Finançor Agro-Alimentar;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Lagoa;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;37,73;-1,140003;NANTA SAU  Las Palas;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;PALAS (LAS);0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;37,710302;-0,992823;FÁBRICA DE PIENSOS POZO ESTRECHO;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;POZO ESTRECHO;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;37,70557;-1,618338;SAT 2439 ALIA;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;HOYA (LA);0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,70364;-5,253978;PLANTA DE ZUMOS PASCUAL, S.L. DE PALMA DEL RÍO;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Palma del Río;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,700343;-1,701938;FABRICA SERRATA;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;BARRANCO HONDO;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,612523;-4,731733;SAN LORENZO, S.A ELECTRO- HARINERA;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Rambla, La;0;N/A;N/A
Offtake;Food processing;Animal raw material processing;37,611707;-1,761471;ALINATUR PETFOOD, S.L.;N/A;Capacity: >75 tonnes/day finished product, excluding milk;Operational;500;LORCA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,566691;-0,952163;BUNGE IBÉRICA, S.A.U.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;ESCOMBRERAS;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,550615;-5,866812;SOVENA IBÉRICA DE ACEITES, S.A.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;BRENES;0;N/A;N/A
Offtake;Food processing;Animal raw material processing;37,507;-6,2512;GRANJA OTÍVAR, S.L.;N/A;Capacity: >75 tonnes/day finished product, excluding milk;Operational;500;AZNALCOLLAR;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,461227;-7,264199;"SECCIÓN TRANSFORMACIÓN DE LA EXPLOTACIÓN AGROALIMENTARIA INTEGRAL ""NARANJAS ANDALUZAS""";N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Villanueva de los Castillejos;0;N/A;N/A
Offtake;Food processing;Mixed animal & vegetable raw material processing;37,451;-5,664;FÁBRICA DE PIENSOS COMPUESTOS DE CARMONA;N/A;Capacity: >75 tonnes/day if animal share ?10%, or >[300 – (22.5 × A)] tonnes/day if animal share <10%;Operational;500;CARMONA;0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,438491;-5,875476;PLANTA DE LA RINCONADA;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;RINCONADA (LA);0;N/A;N/A
Offtake;Food processing;Vegetable raw material processing;37,437854;-5,879825;Compañía de Bebidas Pepsico, S.L.;N/A;Capacity: >300 tonnes/day, or >600 tonnes/day if ?90 consecutive days/year;Operational;1500;Rinconada, La;0;N/A;N/A
