Layer;category;techno;latitude;longitude;operator;capacite_gwh_year;site_info;operational_status;co2_injection_potential_tpy;municipality;eiffel;eiffel_project_name;capacity_kt_per_year
Supply;Biomethane;Biomethane;37,49147222;14,06244444;N/A;43,8;"Grid connection type: N/A; Upgrading process: WAS - Water Scrubbing";Operational;N/A;CALTANISSETTA;0;N/A;N/A
Supply;Biomethane;Biomethane;37,50916667;13,08888889;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SCIACCA;0;N/A;N/A
Supply;Biomethane;Biomethane;37,63333333;14,41666667;Società Agricola Assoro Biometano;43,8;"Grid connection type: No connection; Upgrading process: PSA - Pressure Swing Adsorption";Operational;N/A;Assoro;0;N/A;N/A
Supply;Biomethane;Biomethane;37,79805556;12,43416667;N/A;70,08;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MARSALA;0;N/A;N/A
Supply;Biomethane;Bio-CNG;38,82583333;-9,144444444;Hidrogasmove;14,45;"Grid connection type: N/A; Upgrading process: PSA - Pressure Swing Adsorption";Operational;N/A;Frielas, Loures;0;N/A;N/A
Supply;Biomethane;Biomethane;38,96666667;16,3;N/A;8,76;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;LAMEZIA TERME;0;N/A;N/A
Supply;Biomethane;Bio-CNG;39,01666667;-8,966666667;N/A;48,18;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;Carregado;0;N/A;N/A
Supply;Biomethane;Biomethane;39,3133;16,1433;N/A;44,5;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;RENDE;0;N/A;N/A
Supply;Biomethane;Biomethane;39,33333333;16,18333333;N/A;44,5;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;RENDE;0;N/A;N/A
Supply;Biomethane;Biomethane;39,3533;16,1633;N/A;31,01;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;RENDE;0;N/A;N/A
Supply;Biomethane;Biomethane;39,74194444;-4,183888889;Montes de Toledo;21,9;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Noez;0;N/A;N/A
Supply;Biomethane;Bio-CNG;39,74305556;-8,806944444;N/A;107,75;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Leiria;0;N/A;N/A
Supply;Biomethane;Biomethane;40,25;18,28333333;N/A;23,65;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CALIMERA;0;N/A;N/A
Supply;Biomethane;Biomethane;40,41694444;-3,703333333;Valdemingómez;175,2;"Grid connection type: Transport; Upgrading process: PSA - Pressure Swing Adsorption";Operational;N/A;Madrid;0;N/A;N/A
Supply;Biomethane;Bio-LNG;40,48333333;15,11666667;Albanella;35,04;"Grid connection type: No connection; Upgrading process: MEM - Membrane Separation";Operational;N/A;Albanella;0;N/A;N/A
Supply;Biomethane;Bio-LNG;40,58251;15,18555;N/A;35,04;"Grid connection type: No connection; Upgrading process: MEM - Membrane Separation";Operational;N/A;MARSALA;0;N/A;N/A
Supply;Biomethane;Biomethane;40,625852;16,797843;N/A;38,28;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;LATERZA;0;N/A;N/A
Supply;Biomethane;Biomethane;40,63333333;17,03333333;N/A;63,07;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MOTTOLA;0;N/A;N/A
Supply;Biomethane;Biomethane;40,68178;0,46325;La Galera;30,66;"Grid connection type: Transport; Upgrading process: WAS - Water Scrubbing";Operational;N/A;La Galera;0;N/A;N/A
Supply;Biomethane;Biomethane;40,95;14,3;N/A;61,32;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CAIVANO;0;N/A;N/A
Supply;Biomethane;Biomethane;40,96666667;15,81666667;N/A;57,29;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;VENOSA;0;N/A;N/A
Supply;Biomethane;Biomethane;41,0549;14,1622;N/A;30,66;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SANTA MARIA LA FOSSA;0;N/A;N/A
Supply;Biomethane;Biomethane;41,0748531;14,14216165;N/A;87,6;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SANTA MARIA LA FOSSA;0;N/A;N/A
Supply;Biomethane;Biomethane;41,08333333;16,78333333;N/A;25,75;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MODUGNO;0;N/A;N/A
Supply;Biomethane;Biomethane;41,13333333;15,51666667;N/A;51,07;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CANDELA;0;N/A;N/A
Supply;Biomethane;Biomethane;41,26666667;15,9;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CERIGNOLA;0;N/A;N/A
Supply;Biomethane;Biomethane;41,35;-8,75;N/A;15,07;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;Vila do Conde;0;N/A;N/A
Supply;Biomethane;Biomethane;41,4083;13,04434;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;PONTINIA;0;N/A;N/A
Supply;Biomethane;Biomethane;41,44722222;12,62833333;Asja Ambiente;39,42;"Grid connection type: Transport; Upgrading process: MEM - Membrane Separation";Operational;N/A;Anzio;0;N/A;N/A
Supply;Biomethane;Biomethane;41,4672;12,6483;N/A;44,68;"Grid connection type: N/A; Upgrading process: WAS - Water Scrubbing";Operational;N/A;ANZIO;0;N/A;N/A
Supply;Biomethane;Biomethane;41,46722222;12,90361111;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;LATINA;0;N/A;N/A
Supply;Biomethane;Biomethane;41,48583333;-2,533055556;Almazán;13,58;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Almazán;0;N/A;N/A
Supply;Biomethane;Biomethane;41,49166667;13,83333333;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CASSINO;0;N/A;N/A
Supply;Biomethane;Biomethane;41,49194444;2,138888889;Elena;11,39;"Grid connection type: Distribution; Upgrading process: MEM - Membrane Separation";Operational;N/A;Cerdanoyola del Vallès;0;N/A;N/A
Supply;Biomethane;Biomethane;41,53555556;1,771944444;Can Mata;68,33;"Grid connection type: Distribution; Upgrading process: CRY - Cryogenic Separation";Operational;N/A;Els Hostalets de Pierola;0;N/A;N/A
Supply;Biomethane;Biomethane;41,608333;2,288889;BioVO;24,53;"Grid connection type: Distribution; Upgrading process: MEM - Membrane Separation";Operational;N/A;Granollers;0;N/A;N/A
Supply;Biomethane;Biomethane;41,66416667;0,93;Vila-Sana;11,39;"Grid connection type: Distribution; Upgrading process: MEM - Membrane Separation";Operational;N/A;Vila-Sana;0;N/A;N/A
Supply;Biomethane;Biomethane;41,75388889;0,815555556;CycleØ;11,39;"Grid connection type: Distribution; Upgrading process: MEM - Membrane Separation";Operational;N/A;Vallfogona de Balaguer;0;N/A;N/A
Supply;Biomethane;Bio-CNG;41,7601;-7,4683;Biogasmove;7,1;"Grid connection type: N/A; Upgrading process: PSA - Pressure Swing Adsorption";Operational;N/A;Urjais, Mirandela;0;N/A;N/A
Supply;Biomethane;Biomethane;41,77916667;-1,985555556;Biovelgas;30,66;"Grid connection type: Distribution; Upgrading process: MEM - Membrane Separation";Operational;N/A;Ólvega;0;N/A;N/A
Supply;Biomethane;Biomethane;41,7908;0,8067;Torre Santamaría;30,66;"Grid connection type: Distribution; Upgrading process: MEM - Membrane Separation";Operational;N/A;Balaguer;0;N/A;N/A
Supply;Biomethane;Biomethane;41,9027;12,4963;N/A;15,77;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;ROMA;0;N/A;N/A
Supply;Biomethane;Biomethane;41,91666667;14,91666667;N/A;39,42;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;GUGLIONESI;0;N/A;N/A
Supply;Biomethane;Biomethane;41,9327;12,4763;N/A;13,67;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;ROMA;0;N/A;N/A
Supply;Biomethane;Biomethane;42,06666667;14,66666667;N/A;45,55;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CUPELLO;0;N/A;N/A
Supply;Biomethane;Biomethane;42,08146;13,59113;N/A;42,49;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;AIELLI;0;N/A;N/A
Supply;Biomethane;Biomethane;42,1;2,8892;UNUE;19,27;"Grid connection type: Distribution; Upgrading process: WAS - Water Scrubbing";Operational;N/A;Villalonquéjar;0;N/A;N/A
Supply;Biomethane;Biomethane;42,254815;2,889282;Mas Jonquer;11,39;"Grid connection type: No connection; Upgrading process: MEM - Membrane Separation";Operational;N/A;Vilanant;0;N/A;N/A
Supply;Biomethane;Biomethane;42,3364;-7,8633;Coren;13,58;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Arrabaldo;0;N/A;N/A
Supply;Biomethane;Biomethane;42,6964413;2,898977872;BIOROUSSILLON;52,37;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Perpignan;0;N/A;N/A
Supply;Biomethane;Biomethane;42,75;13,88333333;N/A;36,79;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MOSCIANO SANT'ANGELO;0;N/A;N/A
Supply;Biomethane;Biomethane;42,77222222;11,10888889;N/A;56,5;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;GROSSETO;0;N/A;N/A
Supply;Biomethane;Biomethane;42,95611111;12,70333333;N/A;44,59;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;FOLIGNO;0;N/A;N/A
Supply;Biomethane;Biomethane;43,10354702;-0,220128938;ASSON BIOENERGIE;15,58;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Asson;0;N/A;N/A
Supply;Biomethane;Biomethane;43,1196079;1,716391213;ARIEGEBIOMETHANE;14,55;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Ludiès;0;N/A;N/A
Supply;Biomethane;Biomethane;43,14948382;0,774019665;SIVOM;19,74;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Lieoux;0;N/A;N/A
Supply;Biomethane;Biomethane;43,16111111;13,59291111;N/A;31,01;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;RAPAGNANO;0;N/A;N/A
Supply;Biomethane;Biomethane;43,17462528;0,080843893;BIOMETHADOUR;19,74;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Momères;0;N/A;N/A
Supply;Biomethane;Biomethane;43,18650158;1,656258425;Biogaz Ariège;18,91;"Grid connection type: Transport; Upgrading process: N/A";Operational;N/A;Montaut;0;N/A;N/A
Supply;Biomethane;Biomethane;43,19565817;-0,572982416;METHA CHARTEZ INJECTION;8,52;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Précilhon;0;N/A;N/A
Supply;Biomethane;Biomethane;43,2094156;2,343422135;STEP CARCASSONNE;7,79;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Carcassonne;0;N/A;N/A
Supply;Biomethane;Biomethane;43,2138961;-0,311507472;METHAGEST;11,95;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Pardies-Piétat;0;N/A;N/A
Supply;Biomethane;Biomethane;43,22697778;-0,674985036;METHAJOOS;10,39;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Orin;0;N/A;N/A
Supply;Biomethane;Biomethane;43,23416667;11,56083333;N/A;26,28;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;ASCIANO;0;N/A;N/A
Supply;Biomethane;Biomethane;43,28046173;-0,705075264;Methalayou;12,99;"Grid connection type: Transport; Upgrading process: N/A";Operational;N/A;Préchacq-Navarrenx;0;N/A;N/A
Supply;Biomethane;Biomethane;43,28244228;-0,106404661;SAS METH'ENCLAVES;12,47;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Gardères;0;N/A;N/A
Supply;Biomethane;Biomethane;43,29172411;5,420419363;STEP de SORMIOU;30,13;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Marseille;0;N/A;N/A
Supply;Biomethane;Biomethane;43,30654478;1,535606512;BIOGAZ D'OC;19,74;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Cintegabelle;0;N/A;N/A
Supply;Biomethane;Biomethane;43,3146;13,5806;N/A;27,77;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MORROVALLE;0;N/A;N/A
Supply;Biomethane;Biomethane;43,31668341;-0,195052031;BIOMETHABEARN;17,66;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Espéchède;0;N/A;N/A
Supply;Biomethane;Biomethane;43,34056967;-0,428247123;STEP Lescar;13,2;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Lescar;0;N/A;N/A
Supply;Biomethane;Biomethane;43,34244341;0,368705446;AGRO GAZ PAYS DE TRIE;32,21;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Fontrailles;0;N/A;N/A
Supply;Biomethane;Biomethane;43,35180285;0,226851005;SAS AGRIMETH'ARROS;22,34;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Sever-de-Rustan;0;N/A;N/A
Supply;Biomethane;Biomethane;43,36666667;-8,383333333;Bens;4,38;"Grid connection type: Distribution; Upgrading process: MEM - Membrane Separation";Operational;N/A;La Coruña;0;N/A;N/A
Supply;Biomethane;Biomethane;43,37403873;-0,61708962;BioBéarn;290,92;"Grid connection type: Transport; Upgrading process: N/A";Operational;N/A;Mourenx;0;N/A;N/A
Supply;Biomethane;Biomethane;43,38562215;3,463982708;SAS BIOMETHAGRIE;14,75;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Florensac;0;N/A;N/A
Supply;Biomethane;Biomethane;43,39119999;1,246444062;METHALOUGE;15,58;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Lavernose-Lacasse;0;N/A;N/A
Supply;Biomethane;Biomethane;43,39176355;3,645359406;STEU DE SETE;6,23;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Sète;0;N/A;N/A
Supply;Biomethane;Biomethane;43,39330778;5,380786979;LAN - Landfill SEPTEME LES VALLONS;23,9;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Septèmes-les-Vallons;0;N/A;N/A
Supply;Biomethane;Biomethane;43,45696398;0,437379127;BOVIGAZ 32;18,7;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Belloc-Saint-Clamens;0;N/A;N/A
Supply;Biomethane;Biomethane;43,46305556;11,87805556;N/A;28,91;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;AREZZO;0;N/A;N/A
Supply;Biomethane;Biomethane;43,47199862;6,763726371;STEP du Reyran;10,91;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Fréjus;0;N/A;N/A
Supply;Biomethane;Biomethane;43,48039453;-1,091989191;SCEA DE CABANA;11,43;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Came;0;N/A;N/A
Supply;Biomethane;Biomethane;43,49271454;2,323329777;BIOMETHARN;17,66;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Aiguefonde;0;N/A;N/A
Supply;Biomethane;Biomethane;43,5361123;5,398630399;STEP d'Aix la Pioline;10,39;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Aix-en-Provence;0;N/A;N/A
Supply;Biomethane;Biomethane;43,59603795;1,432094901;STEP ENERGIBIO;121,56;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Toulouse;0;N/A;N/A
Supply;Biomethane;Biomethane;43,60371111;13,05726389;N/A;28,91;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;OSTRA;0;N/A;N/A
Supply;Biomethane;Biomethane;43,60549172;0,589203355;TRIGONE;10,91;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Pavie;0;N/A;N/A
Supply;Biomethane;Biomethane;43,6296;13,3968;N/A;14,54;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;FALCONARA MARITTIMA;0;N/A;N/A
Supply;Biomethane;Biomethane;43,6341893;-1,364760603;Biogasconha;137,67;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Bénesse-Maremne;0;N/A;N/A
Supply;Biomethane;Biomethane;43,63992778;13,31038056;N/A;24,79;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MONTEMARCIANO;0;N/A;N/A
Supply;Biomethane;Biomethane;43,67220125;7,152404849;STEP CAGNES;9,35;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Cagnes-sur-Mer;0;N/A;N/A
Supply;Biomethane;Biomethane;43,71305556;13,21833333;N/A;18,22;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SENIGALLIA;0;N/A;N/A
Supply;Biomethane;Biomethane;43,79236335;-0,423044644;Methalaborde;16,1;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Grenade-sur-l'Adour;0;N/A;N/A
Supply;Biomethane;Biomethane;43,79979961;1,991488385;CAPVERT 18;110,13;"Grid connection type: Transport; Upgrading process: N/A";Operational;N/A;Labessière-Candeil;0;N/A;N/A
Supply;Biomethane;Biomethane;43,84465785;4,347591011;STEP de NIMES;10,91;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Nîmes;0;N/A;N/A
Supply;Biomethane;Biomethane;43,85;10,51666667;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;LUCCA;0;N/A;N/A
Supply;Biomethane;Biomethane;43,87901712;5,38838917;MED APTUNION APT;14,55;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Apt;0;N/A;N/A
Supply;Biomethane;Biomethane;43,89952616;-0,490480416;STEP DE JOUANAS;4,68;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Mont-de-Marsan;0;N/A;N/A
Supply;Biomethane;Biomethane;43,9258462;2,147453414;STEP Albi;3,64;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Albi;0;N/A;N/A
Supply;Biomethane;Biomethane;43,93544139;4,841098248;STEP AVIGNON;6,23;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Avignon;0;N/A;N/A
Supply;Biomethane;Biomethane;43,96666667;12,7;N/A;7,27;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MISANO ADRIATICO;0;N/A;N/A
Supply;Biomethane;Biomethane;44,02226275;1,364081417;STEP MONTAUBAN;6,75;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Montauban;0;N/A;N/A
Supply;Biomethane;Biomethane;44,03241618;2,890547168;ENERGIES SUD AVEYRON;13,3;"Grid connection type: Transport; Upgrading process: N/A";Operational;N/A;Saint-Rome-de-Tarn;1;Méthajoule - Energies Sud Aveyron  - 15/04/2022;N/A
Supply;Biomethane;Biomethane;44,03763279;0,975362006;Garonne Biogaz;24,42;"Grid connection type: Transport; Upgrading process: N/A";Operational;N/A;Le Pin;0;N/A;N/A
Supply;Biomethane;Biomethane;44,05959319;0,267657165;METHALBRET;8,83;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Mézin;0;N/A;N/A
Supply;Biomethane;Biomethane;44,06461618;0,657926343;SARL POUCHIOU ENERGIE;12,47;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Astaffort;0;N/A;N/A
Supply;Biomethane;Biomethane;44,11968;11,38185;N/A;12;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;FIRENZUOLA;0;N/A;N/A
Supply;Biomethane;Biomethane;44,16027778;10,97333333;N/A;14,98;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;PORRETTA TERME;0;N/A;N/A
Supply;Biomethane;Biomethane;44,21245;10,7966;N/A;2,63;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;FANANO;0;N/A;N/A
Supply;Biomethane;Biomethane;44,2656;11,8633;N/A;102,14;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;FAENZA;0;N/A;N/A
Supply;Biomethane;Biomethane;44,28555556;11,88333333;N/A;175,2;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;FAENZA;0;N/A;N/A
Supply;Biomethane;Biomethane;44,3072628;10,7317768;N/A;20,41;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;LAMA MOCOGNO;0;N/A;N/A
Supply;Biomethane;Biomethane;44,34349111;2,327528704;SAS AGRI SEGALA ENERGIE;11,43;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Colombiès;0;N/A;N/A
Supply;Biomethane;Biomethane;44,35719211;0,656923857;METHA ALLIANCE;12,47;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Sainte-Colombe-de-Villeneuve;0;N/A;N/A
Supply;Biomethane;Biomethane;44,37277778;7,7125;N/A;28,03;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;PIANFEI;0;N/A;N/A
Supply;Biomethane;Biomethane;44,39006556;-0,855614301;BFM BIOMETHANE;19,74;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saugnac-et-Muret;0;N/A;N/A
Supply;Biomethane;Biomethane;44,39789167;8,277788889;N/A;60,53;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CAIRO MONTENOTTE;0;N/A;N/A
Supply;Biomethane;Biomethane;44,40718611;8,933983333;N/A;62,37;"Grid connection type: N/A; Upgrading process: PSA - Pressure Swing Adsorption";Operational;N/A;GENOVA;0;N/A;N/A
Supply;Biomethane;Biomethane;44,4223079;2,859429105;CC METHA;8,83;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Palmas d'Aveyron;0;N/A;N/A
Supply;Biomethane;Biomethane;44,42485184;0,742059514;Biovilleneuvois;124,68;"Grid connection type: Transport; Upgrading process: N/A";Operational;N/A;Villeneuve-sur-Lot;0;N/A;N/A
Supply;Biomethane;Biomethane;44,43333333;11,86666667;N/A;72,97;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SANT'AGATA SUL SANTERNO;0;N/A;N/A
Supply;Biomethane;Biomethane;44,47678768;2,212826229;Prometer;53,92;"Grid connection type: Transport; Upgrading process: N/A";Operational;N/A;Montbazens;0;N/A;N/A
Supply;Biomethane;Biomethane;44,48336136;-0,066640972;Mélusine Energie;20,78;"Grid connection type: Transport; Upgrading process: N/A";Operational;N/A;Aillas;0;N/A;N/A
Supply;Biomethane;Biomethane;44,50760308;-0,163539554;AgriEnergie;10,39;"Grid connection type: Transport; Upgrading process: N/A";Operational;N/A;Auros;0;N/A;N/A
Supply;Biomethane;Biomethane;44,53333333;11,01666667;N/A;70,08;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SPILAMBERTO;0;N/A;N/A
Supply;Biomethane;Biomethane;44,55806271;-1,174757109;STEP La Teste-de-buch;8,31;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;La Teste-de-Buch;0;N/A;N/A
Supply;Biomethane;Biomethane;44,573555;10,455307;N/A;59,83;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CANOSSA;0;N/A;N/A
Supply;Biomethane;Biomethane;44,5984723;4,373717046;STEP du Bourdary;5,19;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Étienne-de-Fontbellon;0;N/A;N/A
Supply;Biomethane;Biomethane;44,61777841;-0,895575466;Equi Bio Pays de Buch;25,97;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Mios;0;N/A;N/A
Supply;Biomethane;Biomethane;44,63337792;0,759672928;GENESTE BIOGAZ;31,17;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Villeréal;0;N/A;N/A
Supply;Biomethane;Biomethane;44,65430583;-0,472157062;Terres d'Aquitaine;51,95;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Selve;0;N/A;N/A
Supply;Biomethane;Biomethane;44,66666667;11,13333333;N/A;113,88;"Grid connection type: N/A; Upgrading process: WAS - Water Scrubbing";Operational;N/A;SANT'AGATA BOLOGNESE;0;N/A;N/A
Supply;Biomethane;Biomethane;44,7;10,63333333;N/A;105,12;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;REGGIO NELL'EMILIA;0;N/A;N/A
Supply;Biomethane;Biomethane;44,7;11,4;N/A;13,14;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SAN PIETRO IN CASALE;0;N/A;N/A
Supply;Biomethane;Biomethane;44,7143435;-0,944028477;CERTENERGIE;25,97;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Audenge;0;N/A;N/A
Supply;Biomethane;Biomethane;44,72388844;-0,727104453;POT AU PIN ENERGIE;25,97;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Cestas;0;N/A;N/A
Supply;Biomethane;Biomethane;44,73624374;0,75452331;BORIE VERTE;15,9;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Beaumontois en Périgord;0;N/A;N/A
Supply;Biomethane;Biomethane;44,75201558;4,748353027;Altho BRET'S;17,66;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Le Pouzin;0;N/A;N/A
Supply;Biomethane;Biomethane;44,77783553;5,032230793;MOURRIERE METHANISATION;10,39;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Vaunaveys-la-Rochette;0;N/A;N/A
Supply;Biomethane;Biomethane;44,779801;0,692221107;Thebes Energie;13,51;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Monsac;0;N/A;N/A
Supply;Biomethane;Biomethane;44,79355461;-0,819247806;Berganton Biogaz;29,09;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Jean-d'Illac;0;N/A;N/A
Supply;Biomethane;Biomethane;44,80190182;-0,548259224;CLOS DE HILDE;25,97;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Bègles;0;N/A;N/A
Supply;Biomethane;Biomethane;44,814762;9,979576;N/A;9,11;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SALSOMAGGIORE;0;N/A;N/A
Supply;Biomethane;Biomethane;44,8312872;4,874764086;METHAVEORE - ETOILE SUR RHONE;20,78;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Étoile-sur-Rhône;0;N/A;N/A
Supply;Biomethane;Biomethane;44,83185;11,29574;N/A;43,71;"Grid connection type: N/A; Upgrading process: PSA - Pressure Swing Adsorption";Operational;N/A;FINALE EMILIA;0;N/A;N/A
Supply;Biomethane;Biomethane;44,83333333;12,11666667;N/A;61,32;"Grid connection type: N/A; Upgrading process: WAS - Water Scrubbing";Operational;N/A;CODIGORO;0;N/A;N/A
Supply;Biomethane;Biomethane;44,83444444;8,064722222;N/A;87,6;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SAN DAMIANO D'ASTI;0;N/A;N/A
Supply;Biomethane;Biomethane;44,83583333;8,626111111;N/A;157,68;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CASAL CERMELLI;0;N/A;N/A
Supply;Biomethane;Biomethane;44,84131507;0,144653952;CAPVERT BIOENERGIE DE BREUILH;19,64;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Antoine-de-Breuilh;0;N/A;N/A
Supply;Biomethane;Biomethane;44,87611199;2,464423672;CABA STEP Souleyrie;10,39;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Arpajon-sur-Cère;0;N/A;N/A
Supply;Biomethane;Biomethane;44,887309;7,331945;N/A;113,88;"Grid connection type: N/A; Upgrading process: PHS - Physical Scrubbing";Operational;N/A;PINEROLO;0;N/A;N/A
