OBJECTID,Symbol,lon,lat
322,Substation,22.8224955564625,61.1793281410611
323,Substation,25.0862638425646,67.498187510869
324,Substation,24.9645335980737,64.0082763876205
325,Substation,24.1869027071748,60.3043734697238
326,Converter Station,24.6569344701818,60.1667248832831
327,Hydro run of river & pondage,24.6220131698763,65.7522964867323
328,Fossil oil,27.1775911794287,60.5726274612759
329,Brown coal/Lignite,22.3050152748987,60.4368429497101
330,Fossil oil,26.0581019258852,62.2541491580578
331,Fossil oil,24.8004795815551,60.2034629420002
332,Brown coal/Lignite,25.0231783733837,60.2110174998411
333,Fossil gas,25.3613523339044,60.2700526751759
334,Brown coal/Lignite,25.1727717292325,60.2612902084959
335,Fossil oil,24.6546008912257,60.3186250964314
336,Brown coal/Lignite,25.6975541138438,60.9413627281536
337,Fossil oil,23.8343393143746,61.5460712331213
338,Converter Station,25.6419825575245,60.4393388291366
339,Biomass,22.6455926120022,63.6388489089662
340,Fossil gas,23.957103556521,61.6121636346058
341,Fossil oil,25.3386022536465,64.9519916260944
342,Brown coal/Lignite,21.4188377551425,61.6305108019796
343,Brown coal/Lignite,21.4301226012265,61.59724118631
344,Fossil oil,21.4075695440872,62.2141566368473
345,"Nuclear, under construction",21.4449842469298,61.1835136830621
346,Nuclear,21.4503961258463,61.2134879062891
347,Fossil oil,22.8091329361213,63.698285550692
348,Hard coal,7.02919006344793,49.3403357330024
349,Hard coal,6.67797088620193,51.5853898868999
350,Hard coal,7.69317626950244,51.6060774838727
351,Fossil gas,7.75312045586196,51.2554262889255
352,Substation,8.13606262204139,53.5484674846953
353,Hydro pure pump storage,11.3106019511891,47.6441172082666
354,Fossil gas,8.4196472167679,49.4846318321647
355,Substation,8.47485353235975,49.6602500225855
356,Hard coal,8.97583007809587,50.1056069418666
357,Hard coal,9.02526855465834,52.368891706032
359,Fossil gas,8.32454770329366,53.1089837113507
360,Hard coal,8.55834960934596,53.1039189119898
361,Fossil gas,9.16794735554289,52.5308219016519
362,Substation,9.42115910314168,51.940130592862
364,Hydro pure pump storage,9.93000699971196,51.8142347031098
365,Hydro pure pump storage,11.4216613769234,49.5216425253875
366,Substation,10.1798633898326,52.2450315669636
367,Hard coal,9.79697187409699,53.6097076852655
368,Hard coal,10.4452514648142,52.1183121976246
370,Fossil gas,9.40933221948202,54.8064895193089
371,Hydro pure pump storage,12.2859744883777,49.6067865097354
372,Brown coal/Lignite,12.4337768554387,51.2215075459992
373,Brown coal/Lignite,11.9421386718451,51.3957783926701
374,Hard coal,13.2110595702823,52.5295899994395
377,Mixed fuels,7.17407226559633,53.3456325858671
380,Brown coal/Lignite,6.28033448939156,50.8051536870966
381,Brown coal/Lignite,6.4849548507197,51.0042498614624
383,Hydro pure pump storage,6.57772064206127,51.043077629003
384,Hard coal,7.26333618161193,49.3984625684593
385,Hard coal,8.21057391794991,48.9999897924841
387,Fossil gas,8.25980000176701,49.9603947538083
388,Substation,9.11041259762708,49.964914222702
389,Hydro pure pump storage,9.76585023462136,50.0293883040475
391,Fossil gas,11.3310241698921,48.8321816257065
392,Fossil gas,11.4916992187202,48.7733876986886
393,Hard coal,11.748504638642,48.5420687636146
394,Other or not listed,11.3027704961066,48.0828704559593
397,Hydro run of river & pondage,13.2497926747092,48.4080772560126
398,Hydro run of river & pondage,13.4435964303484,48.5745802529151
399,Hydro run of river & pondage,13.2140714149172,48.5659861795091
400,Hydro run of river & pondage,13.7143707275087,48.513420396651
402,Hard coal,10.9451293945016,52.38398208258
403,Hard coal,9.69543457028317,52.4191729105874
404,Hydro pure pump storage,8.07395201975356,51.1916196371405
405,Hydro run of river & pondage,7.37237535414208,51.3649214882665
406,Substation,7.51808166501028,51.5224160825394
407,Fossil gas,7.86575320173894,51.6868890490911
408,Fossil gas,7.68611221450027,51.7509572594885
409,Fossil gas,7.48031616208062,51.5369398104738
411,Hard coal,6.98730468747137,51.582616606279
412,Other or not listed,6.76199790252995,51.3917777491054
413,Hydro pure pump storage,11.6752495851856,47.88526976556
414,Hydro run of river & pondage,12.1063986790579,47.8136368243567
415,Hydro run of river & pondage,12.081819473649,47.7415634279047
416,Hydro mixed pump storage,8.10886094601942,47.7319403443396
417,Hydro mixed pump storage,8.112004195045,47.7860982494459
418,Hydro pure pump storage,7.93554638979345,47.6511376868644
419,Hydro run of river & pondage,12.3516311695439,48.102330188757
420,Hydro pure pump storage,8.99230957028333,51.0845472222707
421,Substation,6.64817047011514,49.4571455556202
422,Substation,6.712388992281,49.4641970758217
423,Substation,6.70179749370494,49.4886463931219
424,Substation,6.25684811120023,49.9911682424722
425,Substation,6.52713597159474,49.9656677118206
426,Substation,6.63148497694115,49.7431634276254
427,Substation,6.56982421872149,50.4032659717634
428,Substation,7.71336965253835,48.1033611063401
429,Substation,7.96006679532021,47.5999851611918
430,Substation,8.14959922446989,47.7062154768572
431,Substation,8.20561842166618,47.6492879771185
432,Substation,8.46329212185812,48.0438326080232
433,Substation,7.87803221977194,48.4991314247291
434,Substation,7.7015540811994,49.406554697898
435,Substation,7.25852966305724,49.421694060857
436,Substation,6.94236138885091,49.3875827791005
437,Substation,7.3605307107051,49.3269470099712
438,Substation,7.00378480489679,50.0947179124194
439,Substation,7.38281249997127,50.3769994470306
440,Substation,7.5857162475298,50.3543694080402
441,Substation,8.41140747067413,49.2041400138536
442,Substation,8.2449552184259,48.7628002851139
443,Substation,8.37189621907414,48.9964030656324
444,Substation,8.32626342770541,49.00905080939
447,Substation,8.37078088891589,49.9768383551016
448,Substation,8.1118552150794,50.3974699141363
449,Substation,6.79258347951744,51.1076177350032
450,Substation,6.54613494870197,50.9961476458323
451,Substation,6.27846847882931,50.8317191468444
452,Substation,6.23605034809153,50.9150002398681
453,Substation,6.46565206280205,50.8304255040647
454,Substation,6.51405186296355,50.9338425768778
455,Substation,6.68005087948752,50.9952628095295
456,Substation,6.36920927555253,51.2571881722037
457,Substation,6.72953796802954,51.1687096923778
459,Substation,6.62914786855785,51.113853964209
460,Substation,6.58601760512161,51.2629890309677
461,Substation,6.68226242062574,51.3537736045232
462,Substation,6.16422270887495,51.7003956417474
463,Substation,6.61685943600664,51.4715465418411
464,Substation,6.61641178417697,51.6299807785804
465,Substation,7.8308317190342,51.714273246801
466,Substation,7.35428237702619,51.5854752178801
467,Substation,7.20703124997123,51.2217225723902
468,Substation,6.9927639840349,51.0505463675983
469,Substation,6.92212604617297,50.7734275131788
470,Substation,6.84008787383263,51.1963425207787
471,Substation,6.96395874020574,51.1522168042736
472,Substation,7.15440302224373,50.7876927365615
473,Substation,7.09716796872134,50.6320421888496
474,Substation,7.02841152164167,50.8885850370788
475,Substation,6.9835281371784,50.8590602990965
476,Substation,7.00962066647526,51.5830432758533
477,Substation,6.90312194402263,51.5090629813418
478,Substation,6.86120224415255,51.366936391779
479,Substation,6.93045044780643,51.4416395572382
480,Substation,6.88962936398507,51.5380075487826
481,Substation,7.00206756588933,51.5877363767581
482,Substation,7.12463378903384,51.4474171142435
483,Substation,7.15501332743978,51.3422042083366
484,Substation,7.28023319287504,51.4063087806469
485,Substation,7.06502005713437,51.6601369642584
486,Substation,7.18261557588666,51.4704615657002
487,Substation,7.24771499630919,51.5602321723111
488,Substation,8.0007498744221,51.058343698846
489,Substation,7.92114257809613,50.8128770103161
490,Substation,7.53822327355767,50.9871075089474
491,Substation,8.0795288644442,50.8857087089223
492,Substation,8.24677233803513,50.9302423025631
494,Substation,7.69533387182211,51.3483785290834
495,Substation,7.39702689047505,51.4271951052702
497,Substation,7.84361256475758,51.5483176502443
498,Substation,8.06902885434122,51.653495401314
499,Substation,7.23608614045442,53.3735280184437
500,Substation,7.12806701657289,52.2127609024325
501,Substation,7.2674560546588,52.4643770260478
502,Substation,7.20085144040104,52.8691297276914
504,Substation,7.25715242013189,53.3740769312716
505,Substation,8.28447587621217,52.3438116722594
506,Substation,7.67628189838502,51.9750763212811
507,Substation,7.70623085493793,52.2482803843341
508,Substation,8.20711036345815,52.0414770791941
509,Substation,7.90171622877847,52.2956547042415
510,Substation,8.14557528988588,52.2541936142639
511,Substation,8.12026977536158,53.558053584135
512,Substation,8.09030914443449,53.5962947875443
513,Substation,8.03272247311568,52.8816315417824
514,Substation,8.12208846984238,53.3002688253737
515,Substation,8.60503935719096,49.3001741554784
516,Substation,12.17285156247,48.6374462909837
517,Substation,8.96170395103424,47.8107013088734
518,Substation,8.79223710187681,47.7894342042419
519,Substation,8.61568450924821,48.0664365984395
520,Substation,8.60641479489283,48.8863917770399
521,Substation,8.47999680864402,49.2826401976136
522,Substation,8.60938012273474,49.1227012660589
523,Substation,8.67168607117203,49.2873679702512
524,Substation,8.78497615453669,48.5828755104732
525,Substation,8.87312293049736,48.3099447210867
526,Substation,8.96442538408287,49.275843099809
527,Substation,9.04895782467774,48.9059579387586
528,Substation,9.84380656797057,48.2432065108958
529,Substation,9.39621124876028,48.0376658103556
530,Substation,9.60677020647489,47.7092347408962
531,Substation,9.73314547718034,47.6228351687447
532,Substation,9.28047341321473,48.5919333318205
533,Substation,9.24437585403244,48.4849411479979
534,Substation,9.13444519040051,48.8208804538461
535,Substation,9.32879238411378,48.7362034606326
536,Substation,9.60009138810241,48.3977180369052
537,Substation,9.57429635852931,48.6211885714959
538,Substation,9.35142517086918,49.0279639370022
539,Substation,9.29801958599876,49.1567034426967
540,Substation,9.54655359501767,49.2628851914427
541,Substation,10.192384580172,47.9518639990637
542,Substation,10.3489506083042,47.7419707822437
544,Substation,10.4214759481931,48.5641017177144
545,Substation,10.170917185631,48.493897727555
546,Substation,10.0631091859932,48.1992319490103
547,Substation,10.0955869719079,48.7928265210429
548,Substation,10.2050727130997,48.6221678587046
549,Substation,10.9225731063337,48.3963625149826
550,Substation,10.8419609069527,48.238280002404
551,Substation,10.8303690990245,48.6279529593306
553,Substation,11.9797514536386,47.9410121403713
554,Substation,11.5018256094193,48.7924691409572
555,Substation,11.2614606999459,48.3482186998952
556,Substation,11.1836399899203,48.0775225580978
557,Substation,11.3551759785759,48.2772774584474
558,Substation,11.3627582606381,48.8517924468488
559,Substation,11.779330582019,48.5457657626628
560,Substation,11.6810029945545,48.3223602663679
561,Substation,11.589840691793,48.2664410141637
562,Substation,11.8267822265326,48.3142545362664
563,Substation,11.8417019661382,48.8686492337562
564,Substation,12.0341623404915,48.9925518503201
565,Substation,12.7262878417666,48.1759309242879
566,Substation,12.293701171845,48.6583144777199
567,Substation,13.0016326903995,48.2877619691494
568,Substation,13.0352783202823,48.6764537077846
569,Substation,9.67221767195436,50.5432457656447
570,Substation,8.81652832028339,50.1381852304444
571,Substation,8.51131439206082,50.0601511092896
572,Substation,8.54479140594694,49.3817820462906
574,Substation,8.47317023764795,49.6034933245396
575,Substation,8.67301940915061,49.5374193041424
576,Substation,8.79718783308637,49.9655767520101
577,Substation,8.43486787282755,50.1006889278701
578,Substation,8.45399664414967,50.7896266221278
579,Substation,8.20793151154102,51.1845797931527
580,Substation,8.76080290971417,50.2424497467459
581,Substation,8.70565848787163,50.6571335126132
582,Substation,8.6307620966982,51.4294864789098
584,Substation,8.97244712590318,50.095453382095
585,Substation,9.50042724606446,49.7209279267109
586,Substation,9.36349725401173,49.6038755689039
587,Substation,9.2585398138896,51.0295184470476
588,Substation,9.0245984078849,51.0847669021682
589,Substation,8.89635371051161,51.3443962852762
590,Substation,9.6215293190813,50.8593246414003
591,Substation,9.52887360971753,51.1947565467798
593,Substation,8.89341097936131,52.3906728083356
594,Substation,8.75840006309353,52.0139550971521
595,Substation,8.42869604971134,51.8978422875352
597,Substation,8.60852413335141,52.0259752319691
598,Substation,8.66547248915939,52.1046862189566
599,Substation,8.95244255686665,51.9839848706865
600,Substation,8.69180226858808,51.7073077341187
601,Substation,8.46682740733191,52.9476843131286
602,Substation,8.3681862354681,52.5915001376974
603,Substation,8.39187343794796,53.3425534245896
604,Substation,8.87795595352585,52.9910541797972
605,Substation,8.9822247914234,52.8198150419861
606,Substation,9.12237212836621,52.2458724665579
607,Substation,9.58370836125335,52.3308798755498
608,Substation,9.2418289760996,53.9063813035908
609,Substation,9.23447119431746,53.0434149524584
610,Substation,9.40567016598636,53.9071697494749
612,Substation,9.51692908371137,53.415265641404
613,Substation,9.56921143948274,53.9616826939017
614,Substation,10.7847795533483,49.9569930607497
616,Substation,10.0813293456737,49.9503362707877
617,Substation,10.8023071288766,49.4073990589058
618,Substation,9.74877544767084,51.627233125351
619,Substation,9.83257070413664,51.4669828003018
620,Substation,9.77467958651306,51.9805758136014
621,Substation,10.3930664062205,50.9428538590287
622,Substation,11.1795257036096,50.2152009971805
623,Substation,11.0234069823922,49.6285039238499
624,Substation,11.0334323002571,49.9798038787537
625,Substation,11.3066715237298,49.4544569302463
626,Substation,11.0182596637003,51.4747260711081
627,Substation,11.532897949189,50.657296609351
628,Substation,11.4765930175483,51.6111413100614
630,Substation,10.3957692874634,53.0065913098305
631,Substation,9.88945426561616,52.3798945444208
632,Substation,10.021650476201,52.3377356619321
633,Substation,9.94717179615914,52.1983945377135
634,Substation,10.3005149966654,52.2858732110746
635,Substation,10.0092828862965,53.6692084307867
636,Substation,9.73495334706409,53.690790809965
637,Substation,9.88322439767628,53.4438753957368
638,Substation,9.75997841033993,54.3054309716479
639,Substation,9.99804449668394,53.6515684222604
640,Substation,10.2539500991539,53.568032810202
641,Substation,10.1515588784539,54.3575370010075
642,Substation,10.1625203135828,54.250092871156
643,Substation,10.8306663754331,52.3383822508311
644,Substation,10.5114007155386,52.1987456213259
645,Substation,10.453289132004,52.2581874551563
648,Substation,10.4591145350762,53.4356747774567
649,Substation,10.4407582007627,53.2647715189349
651,Substation,11.4573669433296,53.5655985602672
652,Substation,10.8821138161553,53.9472048560147
653,Substation,10.5404461246177,53.8336083121113
654,Converter Station,10.8821138161553,53.9472048560147
656,Substation,14.184109435189,51.1873627475517
657,Substation,12.7868114462453,50.6133188059953
658,Substation,11.7803197219404,50.271660777452
659,Substation,12.0498263148579,49.6881955219346
660,Substation,12.0314025878607,49.3501774134768
661,Substation,12.0794677734076,50.7672926561404
662,Substation,11.7228412627875,50.5817106248226
663,Substation,11.4540692077518,50.981772206387
664,Substation,11.7333984374702,50.8770442311182
665,Substation,12.80216217038,50.8503908663069
666,Substation,12.3384835738401,50.5940805789685
667,Substation,12.5327993453268,50.7936237269997
668,Substation,12.6948759372964,51.1162654863537
669,Substation,13.040242847775,50.8485544628711
670,Substation,13.8115310668641,50.98220852512
673,Substation,12.5065612792669,51.4052027422392
675,Substation,11.9461271639941,53.0663039326602
679,Substation,13.9143185231329,51.8941725181417
680,Substation,13.4472656249697,51.2997108055685
681,Substation,14.397583007782,51.7946025496582
689,Substation,14.4417189046836,51.5324263769927
690,Substation,14.4799674754067,51.3635692302533
691,Substation,14.8099136352234,51.145755839629
692,Substation,14.6166572627037,52.1250369743756
694,Substation,12.272950286584,54.067824124806
695,Substation,12.2056694177894,53.7596699841212
696,Converter Station,12.26975440976,54.0926744060723
697,Substation,13.0672686881113,54.2589729116222
699,Substation,13.6010041136471,54.1126040898426
704,Substation,9.30056621931962,48.6703534391859
706,Substation,8.02315505684568,48.6437060770199
708,Substation,10.5015563964548,49.9238195950203
709,Substation,11.1224484258834,47.5282805640724
712,Substation,9.39448571713969,51.5805520851559
713,Substation,8.5177196869566,50.1464977994512
714,Substation,12.3842011257491,51.2687113071033
715,Hydro pure pump storage,11.0469569314876,50.4065060140283
716,Substation,7.31552124020566,53.012924291477
717,Substation,8.48469288762876,50.6622432404803
720,Substation,11.1467268185422,50.4909614358667
721,Substation,7.24411010739318,52.699690022561
722,Substation,13.9702320098572,53.2526336755921
726,Substation,9.0022517104033,53.4679532518844
728,Brown coal/Lignite,14.5957387567618,51.7300575465848
729,Brown coal/Lignite,14.2060089111023,51.5006218025246
730,Brown coal/Lignite,14.67248078986,51.2932562343031
733,Substation,6.04314784203754,50.8166327807864
734,Substation,6.69925821812851,49.823444626842
735,Substation,9.40979003903323,54.7420643097061
736,Substation,10.6255010254789,52.2837158007756
737,Substation,8.24569604823908,51.8002726050088
739,Substation,13.5821941246578,51.0937818617619
740,Substation,8.45610720467569,48.962480782792
741,Nuclear,7.52569930601634,47.8432255824342
742,Substation,11.8081004396542,51.4154457253002
744,Substation,11.715545654267,52.5980429733321
745,Substation,13.1290054320987,50.9812358721079
746,Substation,12.7413940429386,48.8014364762574
747,Substation,9.24897247494012,51.7653522451645
748,Substation,9.22956906540943,48.7722412331998
749,Wind farm,7.1054077148151,54.0053475428442
750,Wind farm,6.72866824080174,53.8781705670894
751,Wind farm,7.80532848087053,54.2796584264596
752,Wind farm,6.44348144528402,54.2972935423984
753,Wind farm,7.46063210067252,54.9665783789041
754,Wind farm,12.5433540383702,54.5805336848063
755,Substation,-23.1473668323248,65.7871253402329
756,Substation,-21.8565809841489,65.4688263653366
757,Substation,-21.6410416590962,65.1396757748706
758,Substation,-20.3652216575242,65.5134266760252
759,Substation,-21.1408861188732,65.076085550673
760,Hydro run of river & pondage,-19.9878664393282,65.3368789547816
761,Substation,-19.4888163241665,65.5442533621981
762,Substation,-18.1809183968631,65.6834568863139
763,Geothermal,-16.8892020002915,65.6821814044107
764,Substation,-14.6856028987236,65.0290823831001
765,Substation,-14.5242955516415,65.3464139428874
766,Substation,-14.3749868424057,64.6941556640371
767,Substation,-15.0122092171077,64.345384402219
768,Substation,-18.0847398264208,63.8164972628462
769,Hydro run of river & pondage,-19.0543493439743,64.1732177056645
770,Hydro run of river & pondage,-19.2202515310905,64.2205091344107
771,Hydro run of river & pondage,-18.9697083051101,64.1996066011221
772,Hydro run of river & pondage,-19.6314006534945,64.1822939755526
773,Hydro run of river & pondage,-19.8129399991846,64.0837857563114
774,Hydro run of river & pondage,-20.9796529267842,64.0851913497653
775,Geothermal,-21.2368741231926,64.2019833635778
776,Substation,-21.7225582994804,64.0867974872397
777,Substation,-21.8564086437722,64.0139632037097
778,Substation,-22.5501360823629,63.9805617796105
779,Substation,-21.7361088697387,64.3859632127801
780,Substation,-21.6913909144121,64.6086001402379
781,Hydro run of river & pondage,-15.2063629596173,64.9036380899033
782,Substation,-14.2936351521352,65.0244036711416
783,Geothermal,-21.2528053237726,64.0699212221747
784,Substation,-20.0234287990598,65.3519665752949
785,Substation,-21.9124853871109,64.0779783263959
786,Substation,-21.7092294659832,64.1799081903271
787,Substation,-21.2397990156934,64.1874848127569
788,Substation,-21.2988887160499,64.0712275492047
789,Substation,-21.0468330699464,64.0831147198695
790,Substation,-18.9987551694716,64.2143315883768
791,Substation,-19.2266371529533,64.2032790794709
